pertanyaan,jawaban,label
Saya ingin bunuh diri,"Kamu mungkin saat ini merasa depresi, lelah, putus asa, dan merasa sakit yang luar biasa. Kamu mungkin telah berharap untuk mati, atau berpikir bahwa teman dan keluarga kamu menjadi lebih baik jika kamu tiada. Kadang kamu memikirkan bahwa situasi ini tidak akan pernah membaik.
Kamu mungkin merasa sangat sendirian saat ini, namun penting untuk ditekankan bahwa banyak orang lain pernah berada dalam situasi atau perasaan seperti kamu saat ini. Orang lain juga pernah memikirkan bunuh diri, sama seperti kamu juga. Betapa buruknya situasi kamu saat ini, kamu tidak sendirian. Selalu ada bantuan dan pertolongan untukmu.",2
Saya ingin menolong orang lain yang ingin bunuh diri,"Terkadang seseorang merasakan rasa sakit yang terlampau luar biasa sehingga berpikir untuk mengakhiri hidupnya. Apabila kamu melihat atau mengetahui orang terdekat yang memiliki pemikiran atau ingin melakukan bunuh diri, jangan diam. Segera tanyakan dan tawarkan bantuan kepada mereka.? Setiap nyawa adalah berharga. Bunuh diri dapat dicegah dengan kerjasama dari semua pihak, termasuk kamu. Jika seseorang berada dalam kondisi berbahaya yang mengancam keselamatan nyawa, segera telepon nomor layanan darurat 119 atau menuju ke IGD di RS terdekat. Jangan menunggu.",0
Saya berduka karena kehilangan orang terkasih yang bunuh diri,"Jika kamu baru-baru ini mengetahui bahwa seseorang yang kamu sayangi telah mengakhiri hidupnya sendiri, kamu mungkin akan merasa terkejut dan bertanya-tanya bagaimana ini bisa terjadi. Tidak hanya mengalami rasa duka yang mendalam, kamu pun juga akan mendapat banyak pertanyaan dari orang-orang di sekitarmu, ditambah dengan proses untuk menyemayamkan dan memakamkan orang yang kamu kasihi. Semua ini tidak hanya melelahkan secara emosional dan psikologis, namun juga fisik kamu.
Penting bagi dirimu untuk mengetahui bahwa ada akan selalu ada orang yang mencoba memahami apa yang sedang kamu alami saat ini dan bahwa kamu tidak perlu melalui semua hal ini sendirian. Selengkapnya kamu dapat membaca tautan berikut: https://www.intothelightid.org/tentang-bunuh-diri/saya-berduka-karena-kehilangan-orang-terkasih-yang-bunuh-diri/",5
Bagaimana cara menjaga kesehatan mental dalam masa pandemi COVID-19?,"Kamu dapat mencoba mengakses layanan konseling online gratis khusus untuk COVID-19, khususnya yang disediakan oleh PDSKJI dan HIMPSI. Kamu juga dapat menanyakan kepada psikolog, psikiater, atau biro psikologi terdekat dari tempat tinggal kamu, apakah mereka menyediakan layanan konseling secara online atau tidak. Jika kamu saat ini belum membutuhkan layanan profesional, kamu juga bisa menggunakan layanan konseling sebaya untuk menemukan teman curhat, atau mencari komunitas dan support group di sekitar kamu sebagai sumber untuk mencari jejaring orang-orang yang memiliki kepedulian dan perhatian dengan kesehatan jiwa yang sama dengan kamu. Kamu juga dapat membatasi konsumsi berita atau media sosial jika kamu merasa cemas, stres, atau kelelahan, melakukan latihan yang membantu membuatmu merasa lebih tenang, seperti mindfulness, meditasi, atau yoga, memanfaatkan waktu di rumah untuk merawat diri (self-care) dan menjaga kesehatan fisik, tetap terhubung dengan teman, keluarga, dan orang terkasih melalui telepon, pesan, atau media sosial, serta membekali diri dengan informasi yang penting, termasuk mengenai layanan kesehatan mental di sekitar kamu.",12
"Apakah normal jika saya merasa cemas, panik, atau stres?","Pahami bahwa wajar bagi setiap orang, termasuk kamu merasa cemas, panik, stres, kelelahan, ketakutan, atau kesedihan dalam masa krisis. Menghubungi atau menceritakan masalahmu kepada seseorang yang kamu percaya, seperti teman, keluarga, atau pasangan, mungkin dapat membantu kamu.",6
Saya mengalami perubahan pola tidur akibat berada di rumah. Apa yang bisa saya lakukan?,"Disiplinkan diri untuk menyesuaikan rutinitas harian agar tetap normal, sekalipun berada di rumah.
Jangan bekerja, makan, atau melakukan aktivitas lain di atas ranjang.
Di siang hari, beraktivitaslah dengan cahaya alami yang cukup. Di malam hari, tidurlah dengan pencahayaan seminimum mungkin.
Hindari bermain ponsel sebelum tidur.
Batasi konsumsi berita dan media sosial. Hentikan jika merasa cemas.
Lakukan olahraga ringan selama 15-30 menit setiap hari.
Lakukan teknik relaksasi secara rutin, seperti yoga, meditasi mindfulness, mendengarkan musik yang menenangkan, dan sebagainya.
Atur pola makan yang sehat.",11
Apa saja tanda-tanda peringatan bunuh diri?,"Kebanyakan orang yang memiliki pemikiran atau merencanakan bunuh diri, menunjukkan tanda-tanda peringatan bunuh diri, melalui apa yang mereka katakan atau lakukan. Setiap orang dapat menunjukkan tanda peringatan yang berbeda-beda. Beberapa orang menunjukkan ciri-ciri yang sangat jelas, seperti langsung mengatakan “saya mau bunuh diri”. Namun, beberapa orang lainnya mungkin hanya menunjukkan serangkaian tanda peringatan yang tidak dapat dikenali langsung, sehingga lebih sulit untuk dapat dideteksi. Delapan tanda umum peringatan bunuh diri yaitu membicarakan keinginan bunuh diri, membenci dan menghujat diri sendiri, mencari cara mematikan untuk bunuh diri, mengatur segala hal untuk ditinggalkan, mengucapkan perpisahan, menarik diri dari orang lain, perilaku merusak diri sendiri, serta perubahan fisik dan mood yang drastis.",1
Bagaimana jika mereka mengatakan bahwa mereka tidak ingin bunuh diri?,"Setiap orang memiliki batasan yang berbeda masing-masing dan tidak dapat dibanding-bandingkan. Akan tetapi, beberapa orang mungkin tidak mau mengaku bahwa mereka ingin bunuh diri, karena malu, stigma, atau tidak ingin merepotkan orang lain. Saran kami, tetaplah berikan dukungan kepada mereka dan percayalah dengan insting kamu. Tetap awasi perilakunya, dan ajaklah orang-orang di sekitarnya untuk turut mengawasi dan memberikan dukungan kepada mereka. Tanyakan kembali jika kamu menemukan tanda peringatan baru setelahnya.
Orang-orang yang memiliki tanda-tanda peringatan bunuh diri, namun mengaku tidak merasa ingin bunuh diri, tetap perlu diperhatikan dengan serius karena ia masih berisiko untuk memikirkan bunuh diri ke depannya. Pastikan agar ia tetap mendapatkan support system yang baik dari orang-orang di lingkaran terdekat mereka.
Tidak hanya itu, jika kondisi mereka sehat, ajaklah mereka untuk mengenali apa yang memicu pikiran negatif, dan apa saja yang bisa mereka lakukan agar mereka dapat merasa lebih baik. Dengan demikian, kamu pun juga dapat menawarkan bantuan jika kamu tahu ia baru saja mengalami hal-hal yang tidak menyenangkan.",0
Bagaimana jika saya menemukan orang yang ingin bunuh diri di internet?,"Jika kamu bisa menjangkau mereka, jangan ragu untuk menghubungi mereka melalui balasan di status/cuitan mereka atau pesan pribadi. Tawarkan bantuan semampumu dan berikan tautan menuju informasi pertolongan pertama.
Carilah orang-orang yang mereka kenal dekat atau dapat menjangkau lebih dekat, dan ajak mereka untuk melakukan pendekatan dengan orang tersebut.
Cara lain yang dapat kamu lakukan adalah dengan fitur lapor di media sosial, terutama jika mereka menunjukkan bahwa mereka melukai diri sendiri atau menunjukkan alat/cara untuk bunuh diri. Kebanyakan media sosial akan memproses laporan dengan memberikan daftar kontak atau tautan yang mereka bisa akses sebagai pertolongan pertama.
Harap dicatat bahwa apapun bantuan atau upaya yang kamu kerahkan, kamu tidak dapat bertanggung jawab atas tindakan dan perilaku orang lain.",0
Apa yang harus saya lakukan jika seseorang memiliki salah satu atau beberapa tanda-tanda peringatan bunuh diri?,"Jika orang terdekat kamu menunjukkan salah satu atau beberapa tanda-tanda peringatan bunuh diri di atas, jangan ragu untuk tanyakan dan tawarkan bantuan. Tunjukkan bahwa kamu khawatir dan peduli dengan kondisi mereka, dan ajaklah mereka untuk membicarakan dengan baik-baik.",0
Bagaimana jika mereka menolak bantuan saya?,"Hargailah keputusan mereka. Kamu bisa mengatakan “Tidak apa-apa, tetapi jika kamu suatu saat membutuhkan bantuan, kamu bisa menghubungi aku kembali atau siapa saja yang kamu percaya.“",0
Bagaimana cara saya untuk dapat pulih dari kedukaan yang saya alami?,"Penting bagi diri kita untuk tidak memasang harapan yang terlalu tinggi atau bahkan memaksa diri kita sendiri untuk merasa lebih baik pada tahapan-tahapan awal dari kedukaan. Beberapa hal yang perlu kamu ingat:

Apapun alasan mengapa orang terkasih kamu bunuh diri, itu bukan salah kamu atau siapapun.
Tidak ada cara yang benar maupun salah di dalam menjalani proses kedukaan kita.
Tidak ada suatu “batasan” atau “jangka waktu” yang pasti mengenai proses kedukaan itu sendiri – biarkanlah proses yang kita rasakan mengalir saja.
Berikanlah dirimu dan orang lain waktu dan kesempatan untuk berduka.
Jangan takut untuk meminta bantuan kalau kamu merasa dirimu tidak dapat menghadapi proses berduka ini dengan baik.
Di dalam konteks keluarga atau suatu kelompok, rasa pedih dan sakit yang kita rasakan dapat membuat kita sulit menjalin komunikasi dengan orang lain sehingga pada akhirnya dapat timbul konflik. Tetaplah jalin komunikasi secara terbuka tetapi juga saling menghargai cara orang tersebut menghadapi duka mereka masing-masing. Jagalah kesehatan dirimu dan semua anggota keluarga terdekatmu juga.

Kebanyakan orang akan menyadari bahwa kehidupan tidak akan lagi sama. Duka akan mereda dan kamu akan mengalami suatu periode penuh energi dan harapan yang lebih panjang dan lebih baik dari sebelum-sebelumnya. Kenangan yang kamu miliki dengan mendiang akan menjadi tidak begitu menyakitkan seperti yang sebelumnya dan kamu akan menemukan cara dan makna yang baru dalam memandang mendiang sebagai bagian dari kehidupanmu.",0
Apa itu layanan konseling sebaya?,"Layanan konseling sebaya (peer counseling) berbeda dengan layanan konseling ke psikolog atau profesional. Kamu akan berinteraksi dengan seorang pendamping yang sudah terlatih khusus untuk memahami kondisi kesehatan mental seseorang dan dapat mendengarkan keluh kesah kamu. Layanan ini dapat menjadi alternatif pilihan untuk mencari bantuan jika kamu sedang merasa membutuhkan konseling, teman curhat, atau sedang berjuang dengan sesuatu. Dengan layanan konseling sebaya, kamu bisa curhat atau bercerita dengan orang yang bisa mendengarkan masalah kamu tanpa harus merasa takut akan dihakimi.",8
Apa saja manfaat yang didapatkan dengan berada di dalam kelompok pendukung?,"Support group sangat bermanfaat agar kamu dapat menemukan jejaring kawan sebaya dan profesional yang dapat memahami kondisi kejiwaan kamu dengan lebih baik.
Dengan berpartisipasi dalam kopi darat atau sesi online dengan sesama anggota komunitas, kamu juga dapat menemukan teman-teman baru di dalam lingkaran support group yang kamu ikuti.
Kamu juga dapat mempelajari dan memperoleh informasi terbaru terkait dengan kesehatan mental dan/atau isu tertentu, serta saling berbagi pengetahuan dan beragam opini/sudut pandang yang beragam.
Support group menjadi jembatan untuk saling mendukung menuju pemulihan serta menjaga kondisi kesehatan mental satu sama lain.
Support group juga dapat menjadi sarana edukasi masyarakat dan orang-orang di sekitar kamu mengenai pentingnya kesehatan mental dan mendorong perubahan yang akan memutus diskriminasi dan stigma di masyarakat.",1
"Saya mengalami beberapa hal dengan perasaan saya dan diri saya sendiri. Saya nyaris tidak tidur dan tidak melakukan apa-apa selain memikirkan bagaimana saya tidak berharga dan bagaimana saya seharusnya tidak berada di sini. Saya belum pernah mencoba atau merenungkan bunuh diri. Saya selalu ingin memperbaiki masalah saya, tetapi saya tidak pernah menyiasatinya. Bagaimana cara mengubah perasaan saya tidak berharga bagi semua orang?","Jika semua orang berpikir Anda tidak berharga, maka mungkin Anda perlu menemukan orang baru untuk bergaul. Pahami mengapa Anda tidak berharga, lalu kembali ke kerumunan yang sama dan dirobohkan lagi. Ada banyak pesan inspirasional yang dapat Anda temukan di media sosial. Mungkin membaca beberapa orang yang menyatakan bahwa tidak ada orang yang tidak berharga, dan bahwa setiap orang memiliki tujuan yang baik dalam hidup mereka. Juga, karena budaya kita begitu jenuh dengan keyakinan bahwa jika seseorang tidak merasa senang dengan diri mereka sendiri sehingga ini entah bagaimana mengerikan. Mereka adalah motivasi untuk menyingkirkan diri kita dari situasi dan hubungan yang membuat kita lebih berbahaya daripada kebaikan. Perasaan tidak berharga Anda mungkin baik dalam arti memotivasi Anda untuk mengetahui bahwa Anda jauh lebih baik daripada perasaan Anda hari ini.",2
"Saya mengalami beberapa hal dengan perasaan saya dan diri saya sendiri. Saya nyaris tidak tidur dan tidak melakukan apa -apa selain memikirkan bagaimana saya tidak berharga dan bagaimana saya seharusnya tidak berada di sini. Saya belum pernah mencoba atau merenungkan bunuh diri. Saya selalu ingin memperbaiki masalah saya, tetapi saya tidak pernah menyiasatinya. Bagaimana cara mengubah perasaan saya tidak berharga bagi semua orang?",Perasaan tidak berharga disebabkan oleh bagian dalam Anda tidak cocok dengan hasil luar Anda. Perbandingan Anda dengan orang lain dan Anda berpikir Anda perlu menjadi orang lain selain dari siapa Anda. Anda tidak berharga. Tidak ada yang tidak berharga. Anda perlu menemukan nilai Anda dan tidak membiarkan diri Anda berbicara tentang kebaikan yang Anda temukan dalam diri Anda. Saya harap kata-kata ini beresonansi dengan Anda dan bahwa Anda mulai mencari nilai Anda bahkan jika itu sesederhana saya bisa bangun dari tempat tidur dan memanggil seseorang dan membuat lelucon.,2
"Saya memiliki banyak masalah untuk diatasi. Saya memiliki riwayat pelecehan seksual, saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup. Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan. Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun. Saya tidak pernah memiliki konseling tentang semua ini. Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?","Tidak ada kata terlambat untuk mendapatkan bantuan dan mulai membuat perubahan dan peningkatan yang signifikan dalam hidup Anda. Waktu yang tepat adalah ketika Anda merasa siap dan terbuka untuk berubah. Kadang-kadang ketika kita memiliki riwayat trauma, seperti pelecehan seksual, dampak trauma itu dapat memengaruhi banyak bidang kehidupan kita sebagai orang dewasa. Bekerja dengan terapis yang berspesialisasi dalam trauma adalah cara yang bagus untuk mulai mengembangkan keterampilan untuk mengelola kehidupan saat ini, belajar untuk mengatur emosi dan sistem saraf Anda saat Anda dipicu, dan kemudian di lingkungan yang aman memiliki kesempatan untuk memproses trauma masa lalu sehingga Anda dapat menjalani hidup Anda saat ini dengan lebih mudah dan gembira. Orang dapat dan memang pulih dari dampak trauma pada setiap tahap dalam hidup mereka. Tidak pernah terlambat dan Anda bisa merasa lebih baik",2
"Saya memiliki banyak masalah untuk diatasi. Saya memiliki riwayat pelecehan seksual, saya seorang penderita kanker payudara dan saya adalah insomnia seumur hidup. Saya memiliki sejarah panjang depresi dan saya mulai memiliki kecemasan. Saya memiliki harga diri yang rendah tetapi saya telah menikah dengan bahagia selama hampir 35 tahun. 
    Saya tidak pernah memiliki konseling tentang semua ini. Apakah saya memiliki terlalu banyak masalah untuk diatasi dalam konseling?","Tidak, wajar bagi kita untuk memiliki sejumlah masalah yang terjadi jika kita tidak mengatasi masalah yang kita miliki dalam hidup kita. Mencari konseling dapat membantu Anda dalam mengerjakan masalah ini secara individual serta cara-cara di mana mereka berpotongan dan berdampak satu sama lain.",2
